epoch,train_loss,val_loss,val_dice,val_iou,val_pixel_acc,val_boundary_f1,val_avg
1,0.573097463697195,0.5408185720443726,0.5402247,0.39079475,0.8394749959309896,0.10547988200536289,0.3813283145427704
2,0.48244768381118774,0.40662050247192383,0.72142583,0.58484787,0.9343694051106771,0.31306491253967045,0.5627074241638184
3,0.4283191505819559,0.3523191809654236,0.7902035,0.66818637,0.9574737548828125,0.4840607411269813,0.6684334874153137
4,0.39782402850687504,0.3265109062194824,0.7811102,0.6460851,0.9595769246419271,0.4216660238239291,0.6370975375175476
5,0.3633436169475317,0.30879682302474976,0.81815094,0.69936246,0.9638799031575521,0.5372400006865713,0.7038881778717041
6,0.3380710259079933,0.2828260362148285,0.81912583,0.6964721,0.9638239542643229,0.49915663159810664,0.6883121728897095
7,0.32304649613797665,0.26049986481666565,0.7954001,0.6639865,0.9620641072591146,0.4233453936039497,0.6452950835227966
8,0.295445516705513,0.2599421739578247,0.6784334,0.5403804,0.9497578938802084,0.30761510119341257,0.5431941747665405
9,0.2823371719568968,0.2417483776807785,0.7475546,0.6052887,0.9557545979817709,0.3421812931456892,0.5881820917129517
10,0.2724524736404419,0.2250969409942627,0.7815712,0.64563376,0.9594014485677084,0.36481635379484056,0.6143563389778137
11,0.26203893683850765,0.21644291281700134,0.73136616,0.59121406,0.9570744832356771,0.32158462479035804,0.5732793807983398
12,0.25157753843814135,0.20778660476207733,0.7816832,0.6467722,0.9607289632161459,0.39485492943116984,0.6268265247344971
13,0.2405860023573041,0.19327782094478607,0.80533916,0.6814225,0.9648513793945312,0.42060640737973615,0.6505895853042603
14,0.2291416795924306,0.19873186945915222,0.69506574,0.55621505,0.9538294474283854,0.30437915124995585,0.5498355031013489
15,0.23298265039920807,0.18268774449825287,0.77172464,0.6382239,0.9596379597981771,0.37411049086483344,0.6141658425331116
16,0.2208487931638956,0.17616018652915955,0.80393267,0.68542796,0.9661102294921875,0.4554321596361428,0.6651581525802612
17,0.21674581058323383,0.17850542068481445,0.7330095,0.5880952,0.9551111857096354,0.3053937321080336,0.5662956237792969
18,0.21056812908500433,0.17353767156600952,0.7293504,0.5828808,0.954742431640625,0.2741118448117296,0.5517698526382446
19,0.20906099118292332,0.16724734008312225,0.77029663,0.63243765,0.9582239786783854,0.3432518894398248,0.6000960469245911
20,0.2062577186152339,0.16032901406288147,0.80821866,0.6867893,0.9639358520507812,0.45608691944001967,0.6664376258850098
21,0.19913990423083305,0.17174196243286133,0.6469496,0.4838134,0.9415156046549479,0.2093652562631094,0.4834735095500946
22,0.2005595900118351,0.15648268163204193,0.69947666,0.5471358,0.9497756958007812,0.288070592814923,0.5419909358024597
23,0.1967100678011775,0.15419620275497437,0.74661237,0.6087077,0.9572372436523438,0.3132941518933377,0.5772979259490967
24,0.197364772669971,0.16105228662490845,0.5906337,0.44443646,0.9423700968424479,0.16090965897386225,0.4422650933265686
