epoch,train_loss,val_loss,val_dice,val_iou
1,0.7993464469909668,0.6418166756629944,0.23941940977378384,0.13598889
2,0.7506129145622253,0.6297374367713928,0.3164739884272713,0.18798283
3,0.7124136686325073,0.6170262098312378,0.3796917912580221,0.23433307
4,0.693299412727356,0.5978111624717712,0.20066427985158675,0.11152131
5,0.6501724123954773,0.6222879886627197,0.4996507849594713,0.33302298
6,0.6392080783843994,0.6100847721099854,0.5632641535913239,0.39204434
7,0.6034159660339355,0.5718935132026672,0.17279186860981638,0.094566055
8,0.6132016181945801,0.5431954860687256,0.73950414649405,0.5866772
9,0.5825842022895813,0.47207581996917725,0.4911591355406224,0.32552084
10,0.5698423981666565,0.5470988750457764,0.6676526240094901,0.50111
1,0.7361453175544739,0.6807677745819092,0.2779674633390749,0.16141824
2,0.7021369934082031,0.6375063061714172,0.3427684625909123,0.20683198
3,0.6770762205123901,0.5999338626861572,0.3805327620202703,0.23497404
4,0.6520514488220215,0.5719066262245178,0.3040809926844922,0.1793016
5,0.6129927039146423,0.5663045644760132,0.33925278989135116,0.2042772
6,0.5800808072090149,0.574486494064331,0.2956964006144094,0.17349984
7,0.5888469219207764,0.5506744980812073,0.6715610029032676,0.5055264
8,0.5789064168930054,0.5238263010978699,0.7981723925607541,0.6641322
9,0.5519804954528809,0.5152303576469421,0.6881023092100096,0.52450913
10,0.5161532163619995,0.49569571018218994,0.7707551707304552,0.6270152
1,0.6519501209259033,0.7343369722366333,0.19503652933277404,0.108055666
2,0.6199924945831299,0.6883722543716431,0.22659894267060746,0.12777647
3,0.5401004552841187,0.6478058695793152,0.2020729308442248,0.11239217
4,0.5421595573425293,0.6197390556335449,0.12019518023699487,0.06394024
5,0.5200656652450562,0.591793954372406,0.254875203580804,0.14604984
6,0.510217547416687,0.5834353566169739,0.13878211611679234,0.07456522
7,0.45653897523880005,0.5244002342224121,0.5214256452060047,0.35265434
8,0.480330228805542,0.5049189329147339,0.2870556673181049,0.16758026
9,0.4739585816860199,0.4880678355693817,0.43878676468571753,0.28105497
10,0.3916871249675751,0.4077901840209961,0.7900294139531627,0.65293276
1,0.6381879448890686,0.658744215965271,0.5527147987251843,0.38189763
2,0.5733283758163452,0.659794807434082,0.31221768121337334,0.18498693
3,0.5677289962768555,0.5127860307693481,0.4577712804685437,0.2968245
4,0.4972982704639435,0.45897477865219116,0.2885611797364595,0.16860735
5,0.46557095646858215,0.49863478541374207,0.35363256961274026,0.21479565
6,0.5244376063346863,0.4705963730812073,0.3208223018054912,0.19105917
7,0.4730621576309204,0.4834948778152466,0.627803530429002,0.45751724
1,0.6300556063652039,0.9620014429092407,0.0006053269342051447,0.00030275513
2,0.5646612644195557,0.4181491434574127,0.007779619945939317,0.0039049997
3,0.5094871520996094,0.5038565397262573,0.009016241585313639,0.004528536
4,0.5574422478675842,0.4576600193977356,0.2794097365752122,0.1623918
5,0.468503475189209,0.3385968804359436,0.6068091271058743,0.43555346
6,0.4402284026145935,0.4005708694458008,0.785040527070554,0.64614546
7,0.46861743927001953,0.5119072198867798,0.49181659168878633,0.32609865
8,0.3990858793258667,0.4735216498374939,0.7059272838194844,0.5455082
