epoch,train_loss,val_loss,val_dice,val_iou,val_pixel_acc,val_boundary_f1,val_avg
1,0.8457246820131937,0.905248612165451,0.207811,0.11661221,0.19020843505859375,0.030330219985583568,0.11593853682279587
2,0.7064711550871531,0.7380252480506897,0.21352422,0.12063246,0.2917060852050781,0.06520535965078554,0.14734560251235962
3,0.6234603325525919,0.7033618092536926,0.2744366,0.16296774,0.4539670944213867,0.07460063598388424,0.19913801550865173
4,0.5691530406475067,0.6584337055683136,0.39241195,0.25301725,0.6330642700195312,0.06844479168968037,0.271043986082077
5,0.5325862069924673,0.6096804738044739,0.46049583,0.3120239,0.7127408981323242,0.07662632152687138,0.3150903880596161
6,0.5037693778673807,0.5874565243721008,0.4680894,0.3218054,0.7229270935058594,0.11204497042409656,0.3346404731273651
7,0.4857838948567708,0.54366335272789,0.53422713,0.39005908,0.7981243133544922,0.13705589335508028,0.3861095905303955
8,0.4675086736679077,0.4680887907743454,0.69468665,0.54218775,0.8993501663208008,0.24920205367789486,0.516692578792572
9,0.45887993772824603,0.5261414349079132,0.58055377,0.445301,0.8176670074462891,0.21979267457785523,0.44476574659347534
10,0.4386976013580958,0.4634591192007065,0.67566156,0.52939445,0.9036664962768555,0.2134099662529305,0.4957082271575928
1,0.6659843722979227,0.6952487528324127,0.35371065,0.2169198,0.6232585906982422,0.0581199335924866,0.24854837357997894
2,0.5507965981960297,0.5973678827285767,0.5281083,0.36206913,0.8057804107666016,0.10198159349867902,0.36610060930252075
3,0.4772404283285141,0.5569180250167847,0.5630522,0.4015773,0.8327980041503906,0.11655109272365523,0.39261865615844727
4,0.4367355058590571,0.5351629257202148,0.57263553,0.41063583,0.8313989639282227,0.11978252119428631,0.39790892601013184
5,0.3971991240978241,0.4417892396450043,0.669865,0.5175467,0.8976116180419922,0.23408506233921855,0.4992513656616211
6,0.3701327194770177,0.37904949486255646,0.7872814,0.6628978,0.9499874114990234,0.36129954359853295,0.6164178252220154
7,0.3502001613378525,0.38953566551208496,0.7580296,0.64188707,0.9294557571411133,0.39946052688953304,0.6170873641967773
8,0.3263630320628484,0.39253002405166626,0.7656412,0.6606854,0.9175662994384766,0.4300491475146103,0.6332020163536072
9,0.3044906755288442,0.3277568966150284,0.80480087,0.69705856,0.9614362716674805,0.5238164423453663,0.6943539381027222
10,0.2918965071439743,0.29123909771442413,0.8674687,0.78375554,0.9734592437744141,0.6452381485134238,0.7777324914932251
1,0.6162206927935282,0.7240543365478516,0.307744,0.18702808,0.4953184127807617,0.04950531504485481,0.20844149589538574
2,0.4901469598213832,0.535827249288559,0.55474234,0.40385982,0.81439208984375,0.14803802821991746,0.40083158016204834
3,0.42470676203568775,0.4407641589641571,0.6501051,0.5002631,0.89080810546875,0.21920942137448504,0.48388388752937317
4,0.3741731494665146,0.41169552505016327,0.6309289,0.48599684,0.9021663665771484,0.23176534699387752,0.4829626977443695
5,0.3487817347049713,0.38237878680229187,0.685629,0.5383546,0.9223737716674805,0.26343566961735265,0.5228084921836853
6,0.3181937088569005,0.4119294285774231,0.67469966,0.53249586,0.9019699096679688,0.2329810444982141,0.5036619901657104
7,0.29765013853708905,0.31802767515182495,0.7600279,0.6376628,0.9427318572998047,0.359629497663319,0.6028011441230774
8,0.2732650761802991,0.3238278478384018,0.73458934,0.6092834,0.9331331253051758,0.39680642397286425,0.6041965484619141
9,0.2619708180427551,0.33009420335292816,0.75699234,0.64791524,0.9349069595336914,0.4525308749432247,0.6400795578956604
10,0.2459480216105779,0.27871260046958923,0.76281404,0.6470419,0.945404052734375,0.4222920952344902,0.6308393478393555
1,0.7379527588685354,0.7267734706401825,0.4528122,0.30882642,0.45314979553222656,0.12645394726429798,0.2935223877429962
2,0.631618450085322,0.6174046397209167,0.5958407,0.4429013,0.6587238311767578,0.07530672461792934,0.36647170782089233
3,0.5689833064874014,0.5239769518375397,0.7183758,0.5754081,0.8073854446411133,0.10796338454909601,0.45896875858306885
4,0.49503293633461,0.5020618140697479,0.73703706,0.5965422,0.824702262878418,0.13813308244730177,0.4825262725353241
5,0.44699690242608386,0.4612167775630951,0.76310116,0.63254035,0.8502035140991211,0.1987910538677481,0.5243303179740906
6,0.43115705251693726,0.4212714731693268,0.7882271,0.6607085,0.8722190856933594,0.22641044240809594,0.5505955219268799
7,0.4018792857726415,0.3893115371465683,0.8210869,0.7070832,0.8987340927124023,0.27667491234449454,0.5921684503555298
