epoch,train_loss,val_loss,val_dice,val_iou,val_pixel_acc,val_boundary_f1,val_avg
1,0.2775856478922609,0.23220859467983246,0.7479394,0.6459379,0.9325790405273438,0.3634151856262042,0.6014253497123718
2,0.15632420540719794,0.1660037338733673,0.7873575,0.69576365,0.9535903930664062,0.4715880018859571,0.6676658391952515
3,0.12185428647891335,0.13828647136688232,0.77446586,0.69543225,0.9608840942382812,0.5101646696477816,0.6809014081954956
4,0.10173269955144412,0.14625927805900574,0.803072,0.7122895,0.95147705078125,0.533074547949367,0.6991772651672363
5,0.08690640103557835,0.13740992546081543,0.78996485,0.7002817,0.9506556193033854,0.5004398401964474,0.6803218126296997
6,0.07722861438557721,0.10259219259023666,0.7665071,0.7120324,0.969879150390625,0.5646726771896687,0.7053841948509216
7,0.06816451953373094,0.1287769377231598,0.81888217,0.73729414,0.9546051025390625,0.5553143655583247,0.7174959182739258
8,0.06877289815009505,0.1607683300971985,0.723229,0.64573956,0.9526189168294271,0.3806952861453077,0.605126142501831
9,0.0610417023409104,0.09012293070554733,0.81530505,0.74271053,0.970672607421875,0.6175357114837438,0.7449835538864136
10,0.05183318554275278,0.09446856379508972,0.8319494,0.752768,0.9644521077473959,0.5959139096727684,0.7415742874145508
