epoch,train_loss,val_loss,val_dice,val_iou,val_pixel_acc,val_boundary_f1,val_avg
1,0.5884943505128225,0.6824016273021698,0.52434945,0.35783067,0.5479927062988281,0.031248545651685167,0.29735180735588074
2,0.4904904216527939,0.5771486461162567,0.6656741,0.5015746,0.7434492111206055,0.03757669990261837,0.3932815194129944
3,0.4241248021523158,0.37412843108177185,0.8466771,0.735292,0.9120216369628906,0.18909900727002976,0.5711705684661865
4,0.3668622175852458,0.323056697845459,0.7625856,0.64137137,0.9022312164306641,0.26863606656719097,0.5617097616195679
5,0.3381468504667282,0.31763526797294617,0.8570391,0.75703126,0.9268369674682617,0.36895469214007043,0.6522734761238098
6,0.29615354041258496,0.28600648045539856,0.86308515,0.7623243,0.9264984130859375,0.34936237764350764,0.6469557881355286
7,0.2749553322792053,0.26398269832134247,0.8921409,0.8064579,0.9445219039916992,0.454390764410055,0.7077614068984985
8,0.25930504004160565,0.24168835580348969,0.9022424,0.82215405,0.9486703872680664,0.4104770612591526,0.69648277759552
9,0.2488859643538793,0.23626363277435303,0.90143746,0.82162344,0.9480400085449219,0.4426117980887505,0.7089347839355469
10,0.23490103582541147,0.22790583223104477,0.9015143,0.8215159,0.949620246887207,0.5174868687869533,0.7391195297241211
11,0.22219840933879217,0.2184833586215973,0.90963125,0.8351599,0.9538822174072266,0.5760760070633971,0.767952561378479
12,0.21148390074570975,0.23279229551553726,0.87859315,0.78546405,0.9393882751464844,0.5117245808128045,0.7223391532897949
13,0.19797326376040777,0.22391340136528015,0.8802388,0.788083,0.9417533874511719,0.4482126967071946,0.6982244253158569
14,0.19170787930488586,0.21091356128454208,0.8899711,0.80429214,0.9456090927124023,0.47667661718772164,0.7158632278442383
15,0.1915119638045629,0.2031797170639038,0.90533787,0.82808846,0.9518060684204102,0.563094555902794,0.7599608898162842
16,0.17840275665124258,0.19286592304706573,0.9144454,0.84286857,0.9554338455200195,0.575944554944793,0.7708779573440552
17,0.18238288164138794,0.19041524827480316,0.9020234,0.82215595,0.9504108428955078,0.5808508822649311,0.7648389935493469
18,0.17120804886023203,0.1847146674990654,0.90244377,0.8226129,0.9502696990966797,0.6014301192347328,0.7732459902763367
19,0.16184278825918832,0.1737971231341362,0.9151356,0.8442913,0.9559268951416016,0.5557151251123568,0.7633172869682312
20,0.163275346159935,0.17079947143793106,0.91305256,0.8407063,0.9558506011962891,0.5878885167148846,0.7749373912811279
21,0.1544971466064453,0.16648737341165543,0.9251288,0.8621732,0.9599342346191406,0.5743593705154423,0.777450680732727
22,0.1519810532530149,0.1646803840994835,0.92020786,0.85297406,0.9597749710083008,0.6030365339125037,0.78582763671875
23,0.1473197117447853,0.1756000742316246,0.89968705,0.81785285,0.9488344192504883,0.5834458912368538,0.7641958594322205
24,0.14918997635444006,0.1610160693526268,0.9201422,0.85285866,0.9584779739379883,0.5861277602883997,0.7788301110267639
25,0.14376729230086008,0.14984232187271118,0.9238541,0.8594805,0.9619846343994141,0.6010535518332811,0.7875787019729614
26,0.1366060475508372,0.15247922390699387,0.91711396,0.8475514,0.9578580856323242,0.6398579423447612,0.7984106540679932
27,0.1368075261513392,0.16084111481904984,0.9106518,0.8362766,0.9531993865966797,0.6314217737631191,0.7904669046401978
28,0.13236406445503235,0.16489646583795547,0.9009938,0.82026416,0.9499626159667969,0.5704002240396351,0.7599557638168335
