epoch,train_loss,val_loss,val_dice,val_iou,val_pixel_acc,val_boundary_f1,val_avg
1,1.0700879011835371,0.9906277060508728,0.29455078,0.18430117,0.26041316986083984,0.052728542402196564,0.17065131664276123
2,0.9662814225469317,1.583213448524475,0.32503867,0.21105562,0.34086577097574866,0.019316835551555913,0.18232738971710205
3,0.8478914243834359,1.0773504078388214,0.31720474,0.20385915,0.37083117167154944,0.01668311783902502,0.18237094581127167
4,0.7815988659858704,0.7616551518440247,0.34437764,0.22591886,0.5160032908121746,0.02199076650030077,0.21747498214244843
5,0.6806101373263768,0.9191033244132996,0.34084806,0.22552642,0.5422407786051433,0.00161440872257824,0.2122991681098938
6,0.6379591311727252,0.8424068987369537,0.46091598,0.34095943,0.6551402409871419,0.010684618203234913,0.28596577048301697
7,0.6037348508834839,0.7818465530872345,0.5239529,0.40932378,0.7427225112915039,0.021328306720252814,0.3327926993370056
8,0.5701060891151428,0.5480194687843323,0.5419947,0.4386148,0.8666178385416667,0.04861970175454621,0.372662216424942
9,0.5589880432401385,0.5258971154689789,0.5339907,0.43634015,0.8547474543253581,0.0733737139713527,0.37832731008529663
10,0.511327075106757,0.512341171503067,0.51493645,0.40901944,0.8973347345987956,0.03167135995188401,0.3578067421913147
11,0.512984676020486,0.4682247042655945,0.49363345,0.4401276,0.9151439666748047,0.11598955691061952,0.39510130882263184
12,0.4907796255179814,0.4858474135398865,0.5597291,0.48026985,0.9076245625813801,0.09725849505946196,0.4110333025455475
13,0.4754266653742109,0.45245081186294556,0.58935577,0.49841005,0.9193315505981445,0.09535080419324993,0.4230610132217407
14,0.4746617376804352,0.553107738494873,0.5979994,0.5024724,0.8489147822062175,0.05831557393095404,0.4006577730178833
15,0.4402338308947427,0.5622225403785706,0.5880241,0.4848151,0.8409840265909831,0.08255607164086018,0.4031390845775604
16,0.4751762109143393,0.39823563396930695,0.5892841,0.52186203,0.9245932896931965,0.19862466907924828,0.46983227133750916
17,0.40659065331731525,0.3681173473596573,0.6346322,0.56724745,0.9449936548868816,0.13727194741534754,0.46876537799835205
18,0.4066669983523233,0.3735918700695038,0.5963688,0.53302085,0.9446264902750652,0.14122316925918002,0.45387959480285645
19,0.3841107061931065,0.47166353464126587,0.6277653,0.5337978,0.8679917653401692,0.16150669246855298,0.4585023522377014
20,0.4087991033281599,0.3630972057580948,0.5931357,0.5231457,0.9407876332600911,0.0756801204756234,0.42430323362350464
21,0.3876673068319048,0.3813345730304718,0.6233309,0.53792775,0.9123144149780273,0.04253391998338026,0.4172790050506592
22,0.38353693911007475,0.3422589749097824,0.69320655,0.6031739,0.9280405044555664,0.1613745039452109,0.4976923167705536
23,0.37916611773627146,0.3266582041978836,0.60592896,0.52991116,0.939449946085612,0.14760584359130807,0.4574242830276489
24,0.35098769835063387,0.31903281807899475,0.6557416,0.58658737,0.9604854583740234,0.1630136163457933,0.49053114652633667
25,0.3436098226479122,0.2901928424835205,0.84215355,0.7866299,0.9716192881266277,0.3875292851294223,0.6686189770698547
26,0.34157105003084454,0.29127486050128937,0.8904468,0.83424044,0.9639120101928711,0.49473344832359234,0.731939971446991
27,0.3339232844965799,0.3161778002977371,0.68984145,0.63569295,0.9340012868245442,0.29941748374183463,0.5594661831855774
28,0.3217139499528067,0.27868008613586426,0.6718356,0.61198103,0.9604517618815105,0.08451462625401962,0.4682287275791168
29,0.3229337249483381,0.2961884140968323,0.64659774,0.575848,0.9530833562215169,0.16203005906756676,0.48459360003471375
30,0.32145228556224276,0.3061426877975464,0.5963776,0.52109504,0.945233980814616,0.1626324336336925,0.4601514935493469
31,0.30856882674353464,0.2720666527748108,0.56192064,0.5068902,0.9451535542805989,0.10477241530165443,0.4255402088165283
32,0.28768220118113924,0.2694294601678848,0.6428821,0.57843983,0.9579896926879883,0.16341343247569956,0.48547232151031494
